video_stem,frame_idx,mask_path,mask_readable,lv_area_pixels,lv_area_percent,height,width
0X105B9EF57DE45DCB,121,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X105B9EF57DE45DCB_frame0121.png,True,1345.0,10.722257653061224,112,112
0X105CDF495F9A9A43,71,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X105CDF495F9A9A43_frame0071.png,True,1411.0,11.248405612244898,112,112
0X105CDF495F9A9A43,89,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X105CDF495F9A9A43_frame0089.png,True,876.0,6.983418367346939,112,112
0X105D400DBDB7A1FA,78,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X105D400DBDB7A1FA_frame0078.png,True,1829.0,14.580676020408163,112,112
0X105D400DBDB7A1FA,96,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X105D400DBDB7A1FA_frame0096.png,True,1087.0,8.665497448979592,112,112
0X105E0E36E611D657,69,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X105E0E36E611D657_frame0069.png,True,1863.0,14.85172193877551,112,112
0X105E0E36E611D657,86,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X105E0E36E611D657_frame0086.png,True,1316.0,10.491071428571429,112,112
0X10623D3AF96AC271,34,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10623D3AF96AC271_frame0034.png,True,3143.0,25.055803571428573,112,112
0X10623D3AF96AC271,52,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10623D3AF96AC271_frame0052.png,True,1489.0,11.870216836734693,112,112
0X1062E316DF137FDB,123,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X1062E316DF137FDB_frame0123.png,True,962.0,7.669005102040816,112,112
0X1062E316DF137FDB,140,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X1062E316DF137FDB_frame0140.png,True,495.0,3.946109693877551,112,112
0X10648BFB1458861,30,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10648BFB1458861_frame0030.png,True,1717.0,13.68781887755102,112,112
0X10648BFB1458861,39,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10648BFB1458861_frame0039.png,True,1183.0,9.430803571428571,112,112
0X106766224781FAE2,47,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X106766224781FAE2_frame0047.png,True,1192.0,9.502551020408163,112,112
0X106766224781FAE2,65,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X106766224781FAE2_frame0065.png,True,724.0,5.771683673469388,112,112
0X106A8FDB8A83534B,60,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X106A8FDB8A83534B_frame0060.png,True,1228.0,9.78954081632653,112,112
0X106A8FDB8A83534B,72,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X106A8FDB8A83534B_frame0072.png,True,719.0,5.731823979591836,112,112
0X106B384BEED608E3,68,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X106B384BEED608E3_frame0068.png,True,1471.0,11.72672193877551,112,112
0X106B384BEED608E3,83,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X106B384BEED608E3_frame0083.png,True,794.0,6.329719387755102,112,112
0X106E73F4961CC47B,88,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X106E73F4961CC47B_frame0088.png,True,1176.0,9.375,112,112
0X106E73F4961CC47B,104,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X106E73F4961CC47B_frame0104.png,True,708.0,5.644132653061225,112,112
0X106EA7D9DEC59EA9,96,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X106EA7D9DEC59EA9_frame0096.png,True,1428.0,11.383928571428571,112,112
0X106EA7D9DEC59EA9,110,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X106EA7D9DEC59EA9_frame0110.png,True,945.0,7.533482142857143,112,112
0X106FE6CF624D4C8C,55,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X106FE6CF624D4C8C_frame0055.png,True,1570.0,12.51594387755102,112,112
0X106FE6CF624D4C8C,74,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X106FE6CF624D4C8C_frame0074.png,True,984.0,7.844387755102041,112,112
0X1070ABA581A9A255,41,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X1070ABA581A9A255_frame0041.png,True,1145.0,9.127869897959183,112,112
0X1070ABA581A9A255,58,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X1070ABA581A9A255_frame0058.png,True,708.0,5.644132653061225,112,112
0X107458C8895A9AC9,96,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X107458C8895A9AC9_frame0096.png,True,992.0,7.908163265306122,112,112
0X107458C8895A9AC9,110,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X107458C8895A9AC9_frame0110.png,True,606.0,4.830994897959184,112,112
0X1082BF2A3762D881,44,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X1082BF2A3762D881_frame0044.png,True,1485.0,11.838329081632653,112,112
0X1082BF2A3762D881,67,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X1082BF2A3762D881_frame0067.png,True,1135.0,9.048150510204081,112,112
0X1088B755BC61AF23,42,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X1088B755BC61AF23_frame0042.png,True,1046.0,8.338647959183673,112,112
0X1088B755BC61AF23,52,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X1088B755BC61AF23_frame0052.png,True,488.0,3.8903061224489797,112,112
0X108B163EEADDDABC,40,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X108B163EEADDDABC_frame0040.png,True,1358.0,10.825892857142858,112,112
0X108B163EEADDDABC,55,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X108B163EEADDDABC_frame0055.png,True,830.0,6.6167091836734695,112,112
0X108B4B26B48E417B,65,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X108B4B26B48E417B_frame0065.png,True,901.0,7.182716836734694,112,112
0X108B4B26B48E417B,76,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X108B4B26B48E417B_frame0076.png,True,607.0,4.838966836734694,112,112
0X1093398DC18FB3B3,53,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X1093398DC18FB3B3_frame0053.png,True,2363.0,18.837691326530614,112,112
0X1093398DC18FB3B3,75,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X1093398DC18FB3B3_frame0075.png,True,1399.0,11.152742346938776,112,112
0X1096572D64654BBD,76,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X1096572D64654BBD_frame0076.png,True,826.0,6.584821428571429,112,112
0X1096572D64654BBD,93,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X1096572D64654BBD_frame0093.png,True,523.0,4.169323979591836,112,112
0X1098A9CCA66A5DD0,38,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X1098A9CCA66A5DD0_frame0038.png,True,1271.0,10.13233418367347,112,112
0X1098A9CCA66A5DD0,53,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X1098A9CCA66A5DD0_frame0053.png,True,802.0,6.393494897959184,112,112
0X109D27B0A540F9F6,51,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X109D27B0A540F9F6_frame0051.png,True,1091.0,8.697385204081632,112,112
0X109D27B0A540F9F6,64,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X109D27B0A540F9F6_frame0064.png,True,675.0,5.381058673469388,112,112
0X10A28877E97DF540,69,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10A28877E97DF540_frame0069.png,True,1803.0,14.373405612244898,112,112
0X10A28877E97DF540,87,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10A28877E97DF540_frame0087.png,True,979.0,7.80452806122449,112,112
0X10A5FC19152B50A5,112,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10A5FC19152B50A5_frame0112.png,True,1717.0,13.68781887755102,112,112
0X10A5FC19152B50A5,125,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10A5FC19152B50A5_frame0125.png,True,958.0,7.637117346938775,112,112
0X10A8ADB48536C3D5,88,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10A8ADB48536C3D5_frame0088.png,True,1743.0,13.895089285714286,112,112
0X10A8ADB48536C3D5,97,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10A8ADB48536C3D5_frame0097.png,True,1543.0,12.300701530612244,112,112
0X10A9B17E26220232,61,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10A9B17E26220232_frame0061.png,True,1130.0,9.00829081632653,112,112
0X10A9B17E26220232,80,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10A9B17E26220232_frame0080.png,True,644.0,5.133928571428571,112,112
0X10ABB3401FC5EC2D,51,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10ABB3401FC5EC2D_frame0051.png,True,1530.0,12.197066326530612,112,112
0X10ABB3401FC5EC2D,71,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10ABB3401FC5EC2D_frame0071.png,True,808.0,6.441326530612245,112,112
0X10AD385C206C85C,133,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10AD385C206C85C_frame0133.png,True,850.0,6.776147959183674,112,112
0X10AD385C206C85C,145,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10AD385C206C85C_frame0145.png,True,656.0,5.229591836734694,112,112
0X10B04432B90E5AC2,66,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10B04432B90E5AC2_frame0066.png,True,1258.0,10.028698979591837,112,112
0X10B04432B90E5AC2,83,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10B04432B90E5AC2_frame0083.png,True,794.0,6.329719387755102,112,112
0X10B063E16BA7BEE3,96,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10B063E16BA7BEE3_frame0096.png,True,1661.0,13.24139030612245,112,112
0X10B063E16BA7BEE3,107,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10B063E16BA7BEE3_frame0107.png,True,1323.0,10.546875,112,112
0X10B13E581B12A53C,39,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10B13E581B12A53C_frame0039.png,True,913.0,7.278380102040816,112,112
0X10B13E581B12A53C,53,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10B13E581B12A53C_frame0053.png,True,539.0,4.296875,112,112
0X10B7505562B0A702,61,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10B7505562B0A702_frame0061.png,True,1392.0,11.096938775510203,112,112
0X10B7505562B0A702,77,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10B7505562B0A702_frame0077.png,True,869.0,6.927614795918367,112,112
0X10BC6AA53115AA06,42,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10BC6AA53115AA06_frame0042.png,True,1800.0,14.349489795918368,112,112
0X10BC6AA53115AA06,61,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10BC6AA53115AA06_frame0061.png,True,1113.0,8.872767857142858,112,112
0X10BD75A3203C3BB9,50,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10BD75A3203C3BB9_frame0050.png,True,1370.0,10.92155612244898,112,112
0X10BD75A3203C3BB9,66,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10BD75A3203C3BB9_frame0066.png,True,831.0,6.62468112244898,112,112
0X10BDFD27E27D56A9,1,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10BDFD27E27D56A9_frame0001.png,True,1170.0,9.327168367346939,112,112
0X10BDFD27E27D56A9,20,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10BDFD27E27D56A9_frame0020.png,True,699.0,5.572385204081633,112,112
0X10BFDDD409BA5A7A,43,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10BFDDD409BA5A7A_frame0043.png,True,1336.0,10.650510204081632,112,112
0X10BFDDD409BA5A7A,57,/Users/jiyoonoh/Documents/Echonet_temporal_XAI/data/processed/masks/0X10BFDDD409BA5A7A_frame0057.png,True,741.0,5.907206632653061,112,112
