video_stem,frame_idx,centroid_x,centroid_y,lv_area_pixels,image_width,image_height
0X106FE6CF624D4C8C,55,73.47388535031847,55.255414012738854,1570.0,112,112
0X106FE6CF624D4C8C,74,72.58841463414635,52.6869918699187,984.0,112,112
0X1070ABA581A9A255,41,53.34672489082969,43.57379912663755,1145.0,112,112
0X1070ABA581A9A255,58,52.90677966101695,41.597457627118644,708.0,112,112
0X107458C8895A9AC9,96,58.01411290322581,49.53024193548387,992.0,112,112
0X107458C8895A9AC9,110,56.85643564356435,46.42739273927393,606.0,112,112
0X1082BF2A3762D881,44,66.0047138047138,50.15151515151515,1485.0,112,112
0X1082BF2A3762D881,67,64.31101321585903,47.758590308370046,1135.0,112,112
0X1088B755BC61AF23,42,54.251434034416825,48.98470363288719,1046.0,112,112
0X1088B755BC61AF23,52,48.971311475409834,47.78688524590164,488.0,112,112
0X108B163EEADDDABC,40,65.55301914580265,47.564064801178205,1358.0,112,112
0X108B163EEADDDABC,55,64.01084337349397,45.27349397590361,830.0,112,112
0X108B4B26B48E417B,65,63.192008879023305,48.061043285238625,901.0,112,112
0X108B4B26B48E417B,76,61.05766062602965,50.894563426688634,607.0,112,112
0X1093398DC18FB3B3,53,74.64959796868388,61.77994075327973,2363.0,112,112
0X1093398DC18FB3B3,75,69.01000714796282,58.005718370264475,1399.0,112,112
0X1096572D64654BBD,76,59.22760290556901,35.851089588377725,826.0,112,112
0X1096572D64654BBD,93,58.06692160611855,35.478011472275334,523.0,112,112
0X1098A9CCA66A5DD0,38,57.18489378442172,51.02753737214792,1271.0,112,112
0X1098A9CCA66A5DD0,53,53.84788029925187,48.03491271820449,802.0,112,112
0X109D27B0A540F9F6,51,59.811182401466546,49.098991750687446,1091.0,112,112
0X109D27B0A540F9F6,64,55.28,49.04296296296296,675.0,112,112
0X10A28877E97DF540,69,66.6012201885746,60.8840820854132,1803.0,112,112
0X10A28877E97DF540,87,65.39121552604699,59.299284984678245,979.0,112,112
0X10A5FC19152B50A5,112,61.28712871287129,62.831100757134536,1717.0,112,112
0X10A5FC19152B50A5,125,61.54697286012526,66.77348643006263,958.0,112,112
0X10A8ADB48536C3D5,88,58.34480780263913,49.42053930005737,1743.0,112,112
0X10A8ADB48536C3D5,97,58.08813998703824,48.47699287103046,1543.0,112,112
0X10A9B17E26220232,61,69.50353982300885,49.70796460176991,1130.0,112,112
0X10A9B17E26220232,80,69.19875776397515,46.183229813664596,644.0,112,112
0X10ABB3401FC5EC2D,51,67.07450980392157,53.09934640522876,1530.0,112,112
0X10ABB3401FC5EC2D,71,66.76608910891089,49.835396039603964,808.0,112,112
0X10AD385C206C85C,133,56.15294117647059,42.411764705882355,850.0,112,112
0X10AD385C206C85C,145,52.989329268292686,43.6890243902439,656.0,112,112
0X10B04432B90E5AC2,66,40.65818759936407,51.62241653418124,1258.0,112,112
0X10B04432B90E5AC2,83,41.85390428211587,46.80982367758186,794.0,112,112
0X10B063E16BA7BEE3,96,54.5833835039133,59.17760385310054,1661.0,112,112
0X10B063E16BA7BEE3,107,51.24565381708239,56.19425547996977,1323.0,112,112
0X10B13E581B12A53C,39,64.57831325301204,49.75684556407448,913.0,112,112
0X10B13E581B12A53C,53,59.53803339517625,49.11317254174397,539.0,112,112
0X10B7505562B0A702,61,56.644396551724135,64.5941091954023,1392.0,112,112
0X10B7505562B0A702,77,57.82163406214039,61.4614499424626,869.0,112,112
0X10BC6AA53115AA06,42,69.38055555555556,58.93833333333333,1800.0,112,112
0X10BC6AA53115AA06,61,69.48966756513926,55.73674752920036,1113.0,112,112
0X10BD75A3203C3BB9,50,60.85693430656934,64.53357664233576,1370.0,112,112
0X10BD75A3203C3BB9,66,61.22864019253911,62.42960288808664,831.0,112,112
0X10BDFD27E27D56A9,1,69.1940170940171,48.15811965811966,1170.0,112,112
0X10BDFD27E27D56A9,20,68.71959942775393,49.081545064377686,699.0,112,112
0X10BFDDD409BA5A7A,43,60.11077844311377,50.8809880239521,1336.0,112,112
0X10BFDDD409BA5A7A,57,60.42914979757085,49.743589743589745,741.0,112,112
0X10C2D4AA0721C0FB,149,56.132666666666665,49.5,1500.0,112,112
0X10C2D4AA0721C0FB,166,54.303886925795055,47.157832744405184,849.0,112,112
0X10C3E084B3ABE52A,4,62.37181409295352,47.60344827586207,1334.0,112,112
0X10C3E084B3ABE52A,20,59.66088117489986,45.12550066755674,749.0,112,112
0X10C4823DD13E1869,49,64.93597686906237,68.8843453118546,2421.0,112,112
0X10C4823DD13E1869,67,62.79551630434783,62.69157608695652,1472.0,112,112
0X10C53B6D1D01A54A,91,68.30879790940766,66.0670731707317,2296.0,112,112
0X10C53B6D1D01A54A,112,67.58029480217223,64.76415826221877,1289.0,112,112
0X10CA19FBE6D26A71,53,59.956373551465575,56.04294478527607,1467.0,112,112
0X10CA19FBE6D26A71,70,57.4618138424821,54.35202863961814,838.0,112,112
0X10D11D93FB71B19C,103,68.26280737704919,60.05174180327869,1952.0,112,112
0X10D11D93FB71B19C,118,65.96983546617916,59.039305301645335,1094.0,112,112
0X10D1B5DDEBC0E3C8,31,67.92538461538462,56.11076923076923,1300.0,112,112
0X10D1B5DDEBC0E3C8,41,64.34424242424242,57.59030303030303,825.0,112,112
0X10D278E3FD2DE072,82,71.06477197620622,47.641110376734964,1513.0,112,112
0X10D278E3FD2DE072,99,69.33506493506493,46.81428571428572,770.0,112,112
0X10D5F8CF0EB124,110,54.1799709724238,48.90275761973875,1378.0,112,112
0X10D5F8CF0EB124,132,55.709519934906425,45.288039056143205,1229.0,112,112
0X10D734CBEB6ECB81,5,70.2566844919786,50.1807486631016,935.0,112,112
0X10D734CBEB6ECB81,13,69.44585091420535,50.59774964838256,711.0,112,112
0X10D8F5659B144070,57,67.39446366782006,49.48558246828143,867.0,112,112
0X10D8F5659B144070,71,66.17443868739205,49.747841105354055,579.0,112,112
0X10DEF75CF6DC6B84,116,63.239099859353026,45.69690576652602,1422.0,112,112
0X10DEF75CF6DC6B84,134,61.17524644030668,44.81818181818182,913.0,112,112
0X10E197789006C3D5,111,68.1529902642559,44.09596662030598,1438.0,112,112
0X10E197789006C3D5,126,67.31051964512041,41.26362484157161,789.0,112,112
0X10E47D630E15DE12,87,63.47925216598267,68.01641586867305,2193.0,112,112
0X10E47D630E15DE12,108,62.90555237550086,66.77733257012021,1747.0,112,112
0X10E57E24DBA5788,45,59.03252480705623,45.74696802646086,1814.0,112,112
0X10E57E24DBA5788,61,60.268125,44.005,1600.0,112,112
0X10E60C3C123CAEB8,58,57.69839857651245,58.77224199288256,1124.0,112,112
0X10E60C3C123CAEB8,85,58.312202852614895,57.80982567353407,631.0,112,112
0X10EFC1D17C7FB199,179,55.68922018348624,48.26949541284404,872.0,112,112
0X10EFC1D17C7FB199,195,56.12338858195212,46.53591160220994,543.0,112,112
0X10F04F8DFB86BAEE,43,65.87351283656857,59.24232936756418,1597.0,112,112
0X10F04F8DFB86BAEE,62,66.75529212531752,60.01185436071126,1181.0,112,112
0X10F6FD4A9C6A458E,46,60.52695652173913,51.36782608695652,2300.0,112,112
0X10F6FD4A9C6A458E,66,62.35521885521886,51.351010101010104,1188.0,112,112
0X10FCACE551DE0CEB,50,59.318690783807064,68.0198105081826,1161.0,112,112
0X10FCACE551DE0CEB,68,57.45161290322581,66.20033955857386,589.0,112,112
0X11000DD0D10B399F,57,60.19095477386934,50.89698492462311,1194.0,112,112
0X11000DD0D10B399F,71,59.35425383542538,49.708507670850764,717.0,112,112
0X1100A0AA0BDBAE92,49,56.9002822201317,44.9002822201317,1063.0,112,112
0X1100A0AA0BDBAE92,68,56.927083333333336,44.71875,672.0,112,112
0X1106795368C7DE44,38,60.05983350676379,69.5213319458897,1922.0,112,112
0X1106795368C7DE44,49,53.26167400881057,71.23788546255507,1135.0,112,112
0X1108EED6EC60971E,51,67.29774872912128,56.66811909949165,1377.0,112,112
0X1108EED6EC60971E,70,65.82552083333333,55.0390625,768.0,112,112
0X110A2E1C465B1B53,103,67.1158357771261,51.14222873900293,1364.0,112,112
0X110A2E1C465B1B53,119,65.48109517601043,49.079530638852674,767.0,112,112
0X11109B2A42A4C76E,123,60.58981889378365,58.02790014684288,2043.0,112,112
0X11109B2A42A4C76E,135,59.76136363636363,55.11079545454545,1408.0,112,112
0X11116A740B44446A,94,62.39113924050633,48.674050632911396,1580.0,112,112
0X11116A740B44446A,112,65.88064192577733,43.20661985957874,997.0,112,112
0X1112442D58D48C79,61,56.703818369453046,54.38544891640867,1938.0,112,112
0X1112442D58D48C79,72,52.31569173630455,58.710306406685234,1077.0,112,112
0X11199500C4901088,3,62.62905844155844,44.38555194805195,1232.0,112,112
0X11199500C4901088,19,62.00934579439252,42.320093457943926,856.0,112,112
0X111D3734D84AA8B8,109,61.474898236092265,44.98439620081411,1474.0,112,112
0X111D3734D84AA8B8,125,60.64556962025316,42.22554660529344,869.0,112,112
0X111E2E3AD9EB4317,4,65.30848089468779,56.78052190121156,2146.0,112,112
0X111E2E3AD9EB4317,19,61.254125412541256,55.50990099009901,1212.0,112,112
0X111EDA8A1E44169C,97,53.13812677388837,50.065279091769156,1057.0,112,112
0X111EDA8A1E44169C,110,52.81516587677725,50.91627172195893,633.0,112,112
0X1123724D7C9FAF61,42,59.788675429727,37.80788675429727,989.0,112,112
0X1123724D7C9FAF61,59,58.187604690117254,39.552763819095475,597.0,112,112
0X1124D3D938A98B7B,58,60.665485471296954,55.03543586109142,1411.0,112,112
0X1124D3D938A98B7B,72,55.83042973286876,50.472706155632984,861.0,112,112
0X112505A983BB4D8E,101,61.535353535353536,51.02469135802469,891.0,112,112
0X112505A983BB4D8E,114,58.32738095238095,50.91865079365079,504.0,112,112
0X112668E4C7655E1A,76,65.85323383084577,38.33582089552239,804.0,112,112
0X112668E4C7655E1A,93,60.147410358565736,35.92629482071713,502.0,112,112
0X112862331B7E140E,37,69.14204314204314,74.69352869352869,2457.0,112,112
0X112862331B7E140E,58,69.23314378554021,71.1876523151909,1231.0,112,112
0X1128628F2CE14FF4,87,57.177142857142854,55.6152380952381,1050.0,112,112
0X1128628F2CE14FF4,108,55.41829268292683,53.3719512195122,820.0,112,112
0X1129FFF0D45D7EFF,53,67.78407407407407,61.75555555555555,2700.0,112,112
0X1129FFF0D45D7EFF,69,68.27496839443742,64.6472819216182,1582.0,112,112
0X112B93363FA20D8B,31,61.904006677796325,56.20033388981636,1198.0,112,112
0X112B93363FA20D8B,49,63.39878787878788,55.04727272727273,825.0,112,112
0X112D0A3D2ACB8800,128,58.836306868867084,69.9536128456735,2242.0,112,112
0X112D0A3D2ACB8800,149,54.75784392598552,65.45132743362832,1243.0,112,112
0X112E05F05062753E,44,65.13701923076923,53.17487980769231,1664.0,112,112
0X112E05F05062753E,64,61.36898395721925,49.51693404634581,1122.0,112,112
0X112EF236E1F676E4,64,62.20589633856395,62.919638611507374,2103.0,112,112
0X112EF236E1F676E4,87,51.91990483743061,62.927042030134814,1261.0,112,112
0X112F1A9C7DF4A5F2,121,53.11613216715258,65.85568513119533,2058.0,112,112
0X112F1A9C7DF4A5F2,146,52.795004306632215,63.428940568475454,1161.0,112,112
0X11303E45952732BD,88,62.34720327421555,61.798772169167805,1466.0,112,112
0X11303E45952732BD,113,53.752966558791805,62.92125134843582,927.0,112,112
0X113195610E41EF2,54,60.6777358490566,55.34264150943396,1325.0,112,112
0X113195610E41EF2,70,59.3574097135741,53.229140722291405,803.0,112,112
0X1131FB2A374D34F5,59,58.607605877268796,53.594641313742436,1157.0,112,112
0X1131FB2A374D34F5,86,60.40376850605653,51.46029609690444,743.0,112,112
0X1134CC5B50757EEF,64,57.22747047855811,52.96395276569298,1609.0,112,112
0X1134CC5B50757EEF,78,53.0466724286949,48.7476231633535,1157.0,112,112
0X113E6AD75AB62781,121,64.47988505747126,49.20785440613027,1044.0,112,112
0X113E6AD75AB62781,133,60.37837837837838,47.32297297297297,740.0,112,112
0X113E9F83E605C0F5,50,56.45218198700093,46.6480965645311,1077.0,112,112
0X113E9F83E605C0F5,59,57.36581469648562,47.445686900958464,626.0,112,112
0X113F9B4D1F9FA03,56,60.75972396486826,59.931618569636136,1594.0,112,112
0X113F9B4D1F9FA03,75,60.49312377210216,55.44007858546169,1018.0,112,112
0X1143688D7F946644,53,66.89588100686498,59.99771167048055,1748.0,112,112
0X1143688D7F946644,67,62.01504513540622,64.07422266800401,997.0,112,112
0X11445CEF92745462,51,66.76752767527675,47.88314883148831,813.0,112,112
0X11445CEF92745462,66,65.72283813747228,45.031042128603104,451.0,112,112
0X114B58E6B34E55F1,81,59.54101221640489,47.49040139616056,1146.0,112,112
0X114B58E6B34E55F1,92,56.46800947867298,46.13388625592417,844.0,112,112
0X114DED900F0C2D7D,61,69.32747148288973,61.72718631178707,2104.0,112,112
0X114DED900F0C2D7D,72,67.41487400122925,57.8420405654579,1627.0,112,112
0X1150BD0249677E8F,43,60.175879396984925,61.45393634840871,1194.0,112,112
0X1150BD0249677E8F,63,55.803030303030305,58.95151515151515,660.0,112,112
0X1151059A7824211,51,64.76857386848847,45.87019641332195,1171.0,112,112
0X1151059A7824211,72,61.00445103857567,44.33086053412463,674.0,112,112
0X1151F27F45E9644F,185,63.34411384217335,51.223803363518755,773.0,112,112
0X1151F27F45E9644F,202,61.87749287749288,50.35042735042735,351.0,112,112
0X11537FCF989575BB,51,63.519952494061755,61.12019002375297,4210.0,112,112
0X11537FCF989575BB,71,56.9717125382263,57.671636085626915,2616.0,112,112
0X1154F8CD483D5CD5,78,71.92706645056727,71.634792004322,1851.0,112,112
0X1154F8CD483D5CD5,100,70.93572621035058,67.46994991652754,1198.0,112,112
0X115841DA5E9DC64D,34,67.98467741935484,65.72903225806452,1240.0,112,112
0X115841DA5E9DC64D,49,61.165279429250894,63.24732461355529,841.0,112,112
0X1161B02E0B2DBB94,1,58.36589545844045,43.66580976863753,1167.0,112,112
0X1161B02E0B2DBB94,18,57.518459069020864,43.57303370786517,623.0,112,112
0X11648EA1AD4AE177,38,62.55351681957187,50.64831804281346,654.0,112,112
0X11648EA1AD4AE177,55,58.399317406143346,53.81911262798635,293.0,112,112
0X1167650B8BEFF863,111,60.66194331983806,46.0,988.0,112,112
0X1167650B8BEFF863,123,60.00370370370371,47.23148148148148,540.0,112,112
0X11679CCF8428C87,40,63.09903121636168,45.970398277717976,1858.0,112,112
0X11679CCF8428C87,56,61.35611285266458,44.51974921630094,1595.0,112,112
0X116D6A1EFDD8E226,40,66.2085264133457,49.54124189063948,1079.0,112,112
0X116D6A1EFDD8E226,56,64.20061728395062,44.03703703703704,648.0,112,112
0X11751D404DAD3313,96,70.29769392033543,47.9496855345912,2385.0,112,112
0X11751D404DAD3313,117,69.77361853832443,45.89067142008319,1683.0,112,112
0X117CAE6A13AA3F5,115,62.11172741679873,49.96909667194929,1262.0,112,112
0X117CAE6A13AA3F5,132,59.93801652892562,46.10468319559229,726.0,112,112
0X117F243A9D657663,97,76.07441860465116,59.98217054263566,1290.0,112,112
0X117F243A9D657663,111,72.78824969400245,55.90085679314566,817.0,112,112
0X117FFBEE3018EEF,37,67.66223908918406,42.86337760910816,1054.0,112,112
0X117FFBEE3018EEF,47,68.26966292134831,41.77153558052434,801.0,112,112
0X1185DA5AB0D9BE6A,54,65.88042430086789,54.690453230472514,1037.0,112,112
0X1185DA5AB0D9BE6A,66,66.3728323699422,53.982658959537574,692.0,112,112
0X11861625D2695B1F,47,57.62162162162162,48.44204204204204,1665.0,112,112
0X11861625D2695B1F,61,58.26805251641138,43.92450765864333,914.0,112,112
0X118EF5AEED2E28EC,33,69.89649122807018,61.005847953216374,1710.0,112,112
0X118EF5AEED2E28EC,48,63.311172668513386,60.77377654662973,1083.0,112,112
0X119154A48FDF0A82,55,60.04177323103154,47.391304347826086,1173.0,112,112
0X119154A48FDF0A82,77,60.41081081081081,46.543243243243246,740.0,112,112
0X1192B98E520E87C8,75,55.17702845100106,49.332982086406744,949.0,112,112
0X1192B98E520E87C8,102,55.14762741652021,50.00878734622144,569.0,112,112
0X119C98019EFAA0F4,48,63.53409090909091,52.033422459893046,1496.0,112,112
0X119C98019EFAA0F4,69,62.26025641025641,50.40769230769231,780.0,112,112
0X11A07A83B21CFE1E,96,62.70345842531273,53.82045621780721,1359.0,112,112
0X11A07A83B21CFE1E,111,55.7463768115942,51.06884057971015,828.0,112,112
0X11A3165A8DC20F2D,72,56.13092550790068,44.87697516930022,886.0,112,112
0X11A3165A8DC20F2D,85,53.69155844155844,45.63798701298701,616.0,112,112
0X11A3EC0D91F0CD3B,42,63.96135646687697,54.042586750788644,1268.0,112,112
0X11A3EC0D91F0CD3B,55,61.91032608695652,51.80842391304348,736.0,112,112
0X11B01A59D74693C4,2,55.24677835051546,65.75193298969072,1552.0,112,112
0X11B01A59D74693C4,21,53.573399014778325,63.38620689655173,1015.0,112,112
0X11B7D2EE96990A8D,35,66.78589211618257,53.87219917012448,1205.0,112,112
0X11B7D2EE96990A8D,54,62.98262032085562,51.280748663101605,748.0,112,112
0X11BACBBF79E25D1E,25,57.42909090909091,49.79636363636364,1375.0,112,112
0X11BACBBF79E25D1E,34,54.794011976047905,49.74491017964072,835.0,112,112
0X11BC6C9DEA4C94C7,156,62.13652868554829,51.69426289034132,1377.0,112,112
0X11BC6C9DEA4C94C7,170,60.42322097378277,47.84893882646691,801.0,112,112
0X11BDF610427B903F,42,55.62829403606103,50.269764216366156,1442.0,112,112
0X11BDF610427B903F,58,54.43524416135881,51.846072186836516,942.0,112,112
0X11BE656DE80C9CF2,75,51.51458489154824,58.30216903515333,1337.0,112,112
0X11BE656DE80C9CF2,97,50.28996282527881,54.25898389095415,807.0,112,112
0X11C1412786BCBB50,68,65.55486381322957,47.621789883268484,1285.0,112,112
0X11C1412786BCBB50,85,60.18356164383562,46.42191780821918,1095.0,112,112
0X11C5F414FDFFA6FE,18,64.61985018726591,42.581460674157306,1068.0,112,112
0X11C5F414FDFFA6FE,27,61.31941544885177,40.855949895615865,479.0,112,112
0X11C89001BEF939E2,65,51.75222717149221,55.75890868596882,1796.0,112,112
0X11C89001BEF939E2,78,50.79659706109822,55.44006187161639,1293.0,112,112
0X11C9572ABEDC9715,86,65.4870900209351,48.82693649685974,1433.0,112,112
0X11C9572ABEDC9715,101,65.57127991675338,45.82622268470343,961.0,112,112
0X11CC3D00A37FE7DF,137,63.15781126090405,40.34655035685964,1261.0,112,112
0X11CC3D00A37FE7DF,148,62.92722710163112,40.603513174404014,797.0,112,112
0X11D525180CDD1ECD,41,60.70397111913358,44.45728038507822,831.0,112,112
0X11D525180CDD1ECD,59,61.135802469135804,43.791666666666664,648.0,112,112
0X11D53502D38B208F,59,66.77391304347826,52.08586956521739,920.0,112,112
0X11D53502D38B208F,69,61.504950495049506,48.43564356435643,505.0,112,112
0X11DA79F89EE37D3B,76,63.60755813953488,50.76065891472868,1032.0,112,112
0X11DA79F89EE37D3B,89,60.226843100189036,48.56332703213611,529.0,112,112
0X11DD5C8CC2A4D225,37,56.1735564304462,57.61220472440945,3048.0,112,112
0X11DD5C8CC2A4D225,52,50.95391980849791,53.91083183722322,1671.0,112,112
0X11DF3DEE0B2544FE,93,63.78631284916201,47.61871508379888,1432.0,112,112
0X11DF3DEE0B2544FE,110,64.14480077745384,45.72983479105928,1029.0,112,112
0X11E0A9338456F4AA,143,62.23992673992674,43.19597069597069,1092.0,112,112
0X11E0A9338456F4AA,155,61.323008849557525,42.39823008849557,678.0,112,112
0X11E371F35DEBE8B4,49,65.5573637103336,60.877949552481695,1229.0,112,112
0X11E371F35DEBE8B4,67,67.41725601131542,59.96181046676096,707.0,112,112
0X11E3FA2DD4ADD675,40,67.57892004153686,56.612668743509865,1926.0,112,112
